,ID,text,anger,disgust,fear,joy,sadness
2342,2018-Ar-00063,بحس وانا ماشي في رمضان الصبح اني الناس كلها متضايقه وبتبصلي باحساس اني انا اللي صحيتها هه - يشعر بالاستياء,1,0,0,0,1
113,2018-Ar-03411,ايه رايكم فى الحيوانات اللي غضبوا على هزيمة مصر من تونس وما تحرك لهم جفن على بيع الجزيرتين والخيانات اللي بتم فى العلن والخفاء,1,1,0,0,0
245,2018-Ar-00620,"قد تصيبك الكآبة والحزن لأن من تحبه مصاب بها ""))",0,0,0,0,1
1439,2018-Ar-00586,#بهجة_أمل ١ عن السعادة اللي مو منطقية اللي أعيشها عن الفقاعات الملونة اللي تتوزع بجوا قلبي ياالله و شعور الفراشة المختلطة بألوان مرة كتير,0,0,0,1,0
1022,2018-Ar-00910,قليل جدآ ال بيحس بالناس فى غربتهم و يقدم لهم المساعده #للأسف,0,0,0,0,1
980,2018-Ar-02526,جدتي أنت التي رحيلك أنزل دمعة أبي فآلمني 💔 فيا رب بقدر حب أبي لها اغفر لها وتجاوز عنها واجمعنا بها في مستقر رحمتك #تغريدات_المتوفين,0,0,0,0,1
411,2018-Ar-01549,هو ليه لما الناس تيجي تلومني ازعل و اتضايق و اصالحهم و لو انا فكرت اجي الومهم يتنرفزو علياا و يزعلو مني مش عليا 💔 قرف اوي اقسم بالله,1,1,0,0,1
2261,2018-Ar-02525,لما أشوف أعمالكم وأشوف الوضع الفني الحالي أحس بالخجل وبالامتعاض من الوضع الحالي أين كنا وأين أصبحنا أنا فخور بكم أستاذي,1,1,0,0,1
1062,2018-Ar-00791,#الطايف_الان\nريحة #مطر و لفحَہ هوا و لون الغيمّ  والمطر 💦\nو آشياء مَا عنهَا غنىّ ، و ياللہ حيّہ هالمساء 💕☁,0,0,0,1,0
116,2018-Ar-01069,صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني,1,0,0,0,1
3654,2018-Ar-00557,حلو شعور الكره المتبادل وتقابلو بعض بإبتسامة صفرة,1,1,0,0,1
3399,2018-Ar-01644,أشعر بأسى حقيقي إذا آذيت أحد بحزني وتخبطي وأصير ودي أتجنب اللي أحبهم في هالأوقات,0,0,0,0,1
247,2018-Ar-03534,متطوعو الاردن الأن مع الاطفال يقضون ساعات من الفرح في حديقة الحيوان 😍 😍 #متطوعو_الاردن #تطوع #سعادة #احسان #نفطر_سوا,0,0,0,1,0
665,2018-Ar-02924,اليوم حلمان بالسيباس قمت من النوم ناشف ريجي وميت من اليوع 👀 أخوي هذا من #الرجيم وله من #غنجةوملاس 🐟 #تعبان #حلم 😑,0,0,1,0,0
3696,2018-Ar-01736,@cookie_shm صورة تفرح ... اول مرة نشوف حاجة كدة,0,0,0,1,0
3626,2018-Ar-01860,طز في الحكومات لكن ما ذنب الشعوب الشعوب هي اللي تدفع الثمن دايما بغد الحكومات تتصالح حسب المصالح وتبقى الضغينة بين افراد المجتمعات,1,0,0,0,0
92,2018-Ar-03224,· بتكبرين ياللي من رضا الأيام جيتي يوم ميلادك فرحة عمر مو تاريخ عابر 💙,0,0,0,1,0
114,2018-Ar-02122,#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄,0,0,0,1,0
1376,2018-Ar-04079,وحين يتعلق الأمر بحلمك كن أصما تماما و لا تفتح مجالك السمعي لأصوات ضحكاتهم الساخرة حتى تكون أنت من يبتسم فالنهاية 👌 🏿,0,0,0,1,0
2302,2018-Ar-01982,قناة بداية:هي بداية الفساد وملغيها من البيت قبل الاغلاق لانها اشد خطوره من قناة وناسة وام بي سي لانها متلبسه بالدين #نطالب_بعوده_قناه_بدايه,1,0,0,0,0
2477,2018-Ar-03947,انا وزوبه طلعين شغل ومشوار ١٢ كليو ربنا يسترها ونرجع بالسلامه زوبه اخرها اشارتين 💃 😀 😂 دعواتك ي #غالية 👀 #خايف احط صورتها تتحسد 😂 😉,0,0,1,1,0
2636,2018-Ar-03262,معرفش ايه علاقه حزن البنت وانكسارها ب انها تقص شعرها وليه قص الشعر مرتبط بالاكتئاب بالنسبه ليهم مهو هيطلع تاني مقصناش ودانك يعني,0,1,0,0,1
3393,2018-Ar-02568,حلمت إنى قاعد مع رونالدو ف حوار وبسأله هيسيب الريال ويمشى قالى لاء 😂 😂 👊 يارب يطلع كابوس ويكون فعلا هيمشى ويرجع مانشستر يونايتد تانى 😂 💔,0,0,1,1,0
118,2018-Ar-01001,غاضب لدرجه افجر رحمك,1,0,0,0,0
1981,2018-Ar-03388,غيظ من فيظ هؤلاء القوم يعيشون حالة انكار فريده من نوعها تصريحاتهم اصبحت مثيره للسخريه حتى على المستوى الدولي,1,0,0,0,1
2180,2018-Ar-03008,والله لو بدي وجهي ينحف ما نحف😤😒,1,0,0,0,0
162,2018-Ar-01957,@jun_queeen حلو التفاؤل دا,0,0,0,1,0
263,2018-Ar-04366,@wanees405 @Khalid_BinTalal اعوذبالله وش ذا القنوط ؟ الواحد يكون عنده حسن ظن بالله ✨,1,0,0,1,0
3318,2018-Ar-01832,ربي أحتاجك معي بكل #لحظة أﻣر بها #يارب مدني ب صبر ليس له آخر و من بعد #صبري بشرني ب فرح يسكن #أعماقي للأبد,0,0,1,1,0
1313,2018-Ar-00132,عامل الناس ب لطف و طيب فالكلمة الطيبة خير و الابتسامة خير حتى انصاتك لصديقك المهموم خير و الاجمل من هذا سعادة قلبك بعد ذلك كله❤️ 🙂,0,0,0,1,0
246,2018-Ar-03353,بس ان شاء الله كذب يعني بالله اش نوبة هلع انا بخير 💖,0,0,1,1,1
3067,2018-Ar-04252,@SajaSR الله يوفقك و يسهل امرك و يلهمك الاجابات و يصححك اذا غلطتي و يذكرك اذا نسيتي و يختمها معك ع خير و ابتسامة يا رب 😌🙌🏻💙,0,0,0,1,0
775,2018-Ar-04262,معندكوش انتوا روح الدعابة خالص,1,1,0,0,1
552,2018-Ar-01930,وكلهم هيمشوا ..\nوانا هرجع تاني ..\nلوحدتي ..\nولوحدي ..\n#مروان عاطف #الوحدة,0,0,0,0,1
1113,2018-Ar-02975,قد لا نعلم حجم الفرح الذي يسكننا حتى يأتي من يبعثه فينا ليبدو على قسماتنا متهللا ~,0,0,0,1,0
3124,2018-Ar-01244,وذلك لأسباب ممارسات نظامكم المافيوي ياأخي اقسم بالله ان من خوفنا عليكم جميعا نقول لكم وبكل محبة وبكل وصدق وبكل امانه وبكل اخلاص تجاهكم,1,0,1,1,0
580,2018-Ar-04385,و تمر في بالي مثل الصبح مسرور شمسك تجيب النور و ضحكاتك ظلالي ❤️,0,0,0,1,0
844,2018-Ar-00398,١٤/ غضبي صار سكوت و هذا شيء جديد في شخصيتي,1,0,0,0,1
1460,2018-Ar-03969,@Nadaabdulwahab انتي مكانتيش شوفتي الحلقة؟ محرقتش كتير دي اخر لقطة الكآبة كلها في الاول :'),0,0,0,0,1
3126,2018-Ar-00950,يخيفك ان يضيع عليك إيمانك هذه المخاوف هي أدلة ضعف العبد وعنايته عل الله بهذا أن يرحمه ويبقي عليه ما رزقه من عطاياه الإيمانية,0,0,1,1,0
651,2018-Ar-03185,احساس دايم بالفراغ والضجر .. \nوحوله كثير أشياء تملي الفراغات ..,0,0,0,0,1
1170,2018-Ar-00848,البيت كله مكتئب و حاجة الكآبة سيد الموقف خالص يارب هون وعدي الايام علي خير,0,0,0,0,1
3011,2018-Ar-02634,يبارك فيكم بسعادة غامرة,0,0,0,1,0
3720,2018-Ar-04372,شويه فشار حلوين + فيلم حلو علي mbc2 #سعاده_البساطه - يشعر بالرضى,0,0,0,1,0
2581,2018-Ar-01824,@ahmedkhalel855 هو انا معي مصاري وموفرة يا حسرة 😭💔\nشو اللي جابرك عالمر ! الامرّ منه 😂😪,1,0,0,0,1
2910,2018-Ar-03007,على شحم وهذا أن دل يدل أنك مرتاع مما جرى فأحترم نفسك والا تجيب السعوديه على فمك ومحد طلب رايك,1,0,0,0,0
3713,2018-Ar-00915,@Am_i_ra80 يلا في داهيه الشغل 😃,0,1,0,1,0
3200,2018-Ar-02517,يقول حكيم: إذا جاءتك صغيرة فأقفز من فوقها وإذا جاءتك كبيرة فادخل من تحتها ستكسب الجولة في كلا الحالتين #فطنة #جولة #انتصار,0,0,0,1,0
1368,2018-Ar-02436,والله ما في حاجه مستاهله ان الايلينر يسيح ف عينك من العياط وتبقي شبه العفريته وترعبي ال حواليكي يختشي,0,0,1,0,1
897,2018-Ar-03013,اميين ياارب هو وولده بشار الأسد الله ينتقم منهم انتقام عاجلا غير اجلا,1,0,0,0,0
3689,2018-Ar-01651,مهما تحاصرني الأوجاع سأبقى فرح طروب,0,0,0,1,1
676,2018-Ar-03705,نعم أختي بكل سرور 🌹 ❤️ 🌹,0,0,0,1,0
14,2018-Ar-03809,اعلان 500500 مبهج جداا بس ليه لميس,0,0,0,1,0
2548,2018-Ar-00373,@alosefer الموضوع سنة 2016 هذي ثغرة 0day مو أي حد يملكها ، يعني التعميم بالشكل هذا وتخويف الناس شي موصحيح والايفون آمن,1,0,1,0,0
967,2018-Ar-00202,مخيف هو هذا العالم حرب نار ودخان أينما وليت خوف موت واقتتال و دم تعال نهرب بنا بعيدا نسرق من السماء غيمة نزرعها حب وياسمين #تنهيدة,0,0,1,0,0
1106,2018-Ar-03467,"🌹 لا تزعلين وتزعل الدنيا "" معاك "" ضحكتك فرحة ل السعيد ول الحزين حتى الفرح لو ضل دربه : إهتداك إنتي جميلة "" فوق ما تتخيلين """,0,0,0,1,0
240,2018-Ar-03218,انت مش بس بائس و وحيد وكاره حياتك لأ انت عليك امتحانات فاينل ولازم تدرس,1,0,0,0,1
1254,2018-Ar-00048,@Mwjrdocoe8389 كلزق يارافضي انت عار العراق انتم كلكم دجاج .. لايمكنك اشعال الفتنة بينن دول الخليج والعراق 😡,1,1,0,0,0
2648,2018-Ar-01329,والقهوة لا تشرب على عجل ☕ ️ اعتذر من معشوقتي هالشهر ما تلذذت فيها اما على آذان الفجر ولا على آذان المغرب 😢 💔,0,0,0,0,1
2923,2018-Ar-03319,أن المراهق كثيرا ما يجد نفسه مضطرا الى كتم إنفعالاته حتى لا يتعرض إلى لوم الآخرين له فينسحب وينطوي على نفسه ويلوذ بأحزانه ويبتعد عن الناس,1,0,0,0,1
2321,2018-Ar-02201,غيابك جردني من كل شيء وجعلني كورقه خريفية في مهب الريح و أتبعثر جعلتني أدرك بان كل مخاوفي من فقدانك أصبحت حقيقة ان كل وعودك هي مجرد وهم,0,0,1,0,1
1936,2018-Ar-00515,إنه يعرف جيدا كيف يضع بداخلي شيئا مضطرب لا يهدأ دونه,1,0,0,0,1
684,2018-Ar-02909,هذا الي مو قادر يرقعها اعتذر الاعتذار من شيم الرجال الحكومه الله يعزها تقول الشعب القطري شقيق ومصلحته اولوية,1,0,0,1,0
168,2018-Ar-01185,اريد الإنتحار 🐸\nامنعني بثلاث كلمات خليني أشوف اسلوبك ف الإقناع 😃,0,0,0,0,1
1639,2018-Ar-00243,قهوتي المسائيّة الأخيرة ☕\nأكثر حاجة رح نفتقدها بشهر رمضان\n\nوينكم يا عشّاق القهوة #بكاء_جماعي,0,0,0,0,1
1133,2018-Ar-00231,احلي بودي في الدنياا والله❤❤ كل سنه وانت طيب يا قلبي وسنه سعيده عليك يا رب وتحقق كل الي بتتمناه 💝 💝,0,0,0,1,0
2419,2018-Ar-01288,وكآن نفسي حد يقولي رمضان احلي بيك 😤😤,0,1,0,1,1
1878,2018-Ar-00996,@YM06_ ليش يا بوفيصل شالي مكدرك ؟,0,0,0,0,1
1715,2018-Ar-00228,سعد الدين وش هالخبث 😮😮 !!,1,1,0,0,0
271,2018-Ar-02071,عندك همج زايد ودحلان ماعندهم مباديء جيرة وحسن ظن الله يناقم منهم عاجلا غير آجل,1,1,0,0,0
2653,2018-Ar-00765,#الشعب #غاضب الشعب #قادر ؛ الشعب قادرالشعب غاضب غاضب,1,0,0,1,0
1473,2018-Ar-03595,ماعاد تهمنّا العشرة ولا الذكريات الي بينا ملينّا نحترمها ونحتفظ فيها واحنا بالاخير بناكلها.,0,1,0,0,1
1253,2018-Ar-02193,نعم اخي كل عميل وخاين وبايع لوطنه هذه صفاته الخوف والذل والجبن والهيانه تتنزع منه المرؤة والعزة والكرامه قبحهم الله,1,0,0,0,0
1547,2018-Ar-01391,@h_emx89 @zodiachoroscop1 الاسد اصلا بقاله فتره  زى الخرا فعلا و كله تعب 😡,1,0,0,0,1
214,2018-Ar-03134,هذا المساء :\nأحتاجك لذا فا الكلمات وان احتشدت على السطر لن تفي وصفا .!\n#تنهيدة_حرف #غصة_إفتقاد #تناهيد,1,0,0,0,1
3279,2018-Ar-03554,@alsamayil ههههه. خلك عند الحائط المبكي . وقع على صور تميم . ههه وش خليتوا لليهود .. شعب مهان . ولعب فيه حليب الحمير 😃,0,1,0,0,1
344,2018-Ar-01594,هؤلاء الخونة ان نطقوا نطقوا كفرا وإن خرسوا خرسوا خيانة و غدرا أخزاهم الله,1,0,0,0,0
838,2018-Ar-03699,مع اني ما بحبش الولاد البيض خالص بس احمد مالك ماله بيحلو كدة معلش؟؟ يخربيت جمال امه 🙁,0,0,0,1,0
1615,2018-Ar-01776,لا تخضع للقوانين واصنع مجدك بنفسك #تمرد ✌ 🏽,0,0,0,1,0
2195,2018-Ar-03462,قصدك انزعاج المتابعين اللي ينزعج يقفل جهازه اهم شيء ماتنزعج انت يعطيك العافيه,1,1,0,0,0
1835,2018-Ar-03048,#بهجة_أمل ٤٧ صديقة أختي الصغيرة تجيب السعادة و الله هه كيوت 💕 💕 🙈,0,0,0,1,0
3069,2018-Ar-00162,- اكبر مشكله اعانيها اني انفعاليه وما اتحكم ب اعصابي,1,0,0,0,1
795,2018-Ar-01663,@Noorkhamis2 حلوة ترى قلتها للي معاي في الجم صار ضحك وفكاهة,0,0,0,1,0
412,2018-Ar-01137,#الفرحة تأتي من ثلاثه شخص #يحبك حد #الجنون وتحبه #صحة لا سقم معها و #عافيه و #مال يملأ جيبك من #حلال #عيد_سلام_ومحبه,0,0,0,1,0
1712,2018-Ar-03127,#قناعة حياتك من صنع أفكارك سعادة الإنسان أو شقاوته أو قلقه أو سكينته تنبع من نفسه وحدها ☕,0,0,0,1,0
2831,2018-Ar-01068,الطيران التجسسي يهدأ فوق سماﺀ صنعاﺀ ويأتي بعده الطيران الحربي الان مالهم مذعورين,1,0,1,0,0
342,2018-Ar-01064,#اكرههك_اذا كذبت علي وانا عارف انك تكذب وتكمل الفلم علي طيب والله شعور يوجع 💔,1,0,0,0,1
947,2018-Ar-02181,-مبروك المعتقل فلان الفلاني خد إخلاء سبيل *خرج على الأسفلت -لا لسه -يبقى ماتفرحش الا لما يخرج خالص الداخلية كلاب مالهمش أمان,1,0,0,0,1
2795,2018-Ar-01282,😭 احس بتأنيب ضمير قوي لاني افطرت مع ان عندي سبب كنت بموت من الم معدتي,0,0,0,0,1
2221,2018-Ar-01295,عندي فوبيا من شاحنات لأن قبل صار حادث علينا زمان فصرت اخاف عنيده وتحب ترادد وطفش اللي قدامي م اسكت لين اطلع انا الصح 😂,0,0,1,0,0
1757,2018-Ar-03852,أمنية قلبي الوحيدة أن لا يريني الله بك حزن ولا يريني بك بعد فلا سعاده تأتي بدونك,0,0,0,1,0
377,2018-Ar-02980,واصعب من تنهيدة واه ظرف يكسر احساس الشموخ 🥀,0,0,1,0,1
1491,2018-Ar-03276,اكتر حاجه بتخليني ابتسم لما ابقي ماشيه واسمع طنط الي تحت هي وبنوتتها النونو وهما بيتناقشوا حاجه في منتهي الجمال ...🌼💙,0,0,0,1,0
738,2018-Ar-00727,ما بقه شي للعيد ، حبيت أكون أول واحد أهنيك كل عام وانت بخير، بسمتك تخلق لي الفرحه من حيث لا احتسب ، جعل الي أحبه مايجوف اله السعاده 💙.,0,0,0,1,0
3204,2018-Ar-00502,@ceec3004 @meryam_alexis حسابه تقفل وانتهى الموضوع 😅,0,0,0,1,0
52,2018-Ar-03447,اللهم اني اعوذ بك من الهم و الحزن واعوذ بك من العجز و الكسل واعوذ بك من الجبن و البخل واعوذ بك من غلبة الدين وقهر الرجال,0,0,0,1,0
18,2018-Ar-01771,واحدة بعربية bm عالاذان بالضبط خبطتني من ورا نزلت مخضوض اتخانق و اشتم لقيتها قعدة مذعورة و بتتأسف و تقول سرحت .. سيبتها و مشيت 😑,1,0,0,0,0
1309,2018-Ar-00729,انا جعان للنوم اكتر من الاكل و الشرب النوم المتقطع ده تعذيب,1,0,1,0,1
2269,2018-Ar-01235,@Bisha_star أبشرك صار التقويم على السبورة عليه درجات 😀,0,0,0,1,0
2450,2018-Ar-00838,#اربح_IPhone7_مع_بوابه_العطور اسعد غيرك برسالة ممكن تفرحه وتخلق بيومه فرح وبدون ما يعرف مين صاحب هالرساله 📩,0,0,0,1,0
998,2018-Ar-02205,#العيد #بهجة #فرح مسجد الصديق كل سنة والأمة كلها بخير ♥,0,0,0,1,0
3094,2018-Ar-01907,#حدث_اليوم شعور بارتياح وتقارب نسبي بداية مناسبة لكنها تبقى مجرد بداية وليست قرارا نهائيا 🙈,0,0,0,1,0
1389,2018-Ar-03131,كويس انو م سويت حفلة تخرجي دحين🙁💔 #سحب_شهادات_ثالث_ثانوي,0,0,0,1,0
95,2018-Ar-03235,@fm94a تتذمر شنو انت حقو تتجلد 35 جلدة في نص السوق العربي الساعة 2:30 ظهراً,1,0,0,0,0
1499,2018-Ar-02918,هل تجرؤ الدول المقاطعة لقطر إتاحة الفرصة لشعوبها بالتعبير التام عن ما يحدث دون خوف وترهيب أو تهديد بالسجن أو نشر للجان الإلكترونية قطعا لا,1,1,0,0,0
2309,2018-Ar-02144,@Najllaa_00 ماودي اتخيل لاننا برمضان😒💔💔 بس. ياخوفي انه يبي ينتحر والا شي شين,0,0,1,0,0
2590,2018-Ar-03192,اللهم اجعل دموعنا دموع فرحة لا دموع ندم أو حسرة,0,0,0,1,0
3223,2018-Ar-01009,شجار الزوجين أمام اﻷطفال فيلم رعب يثير مخاوفهم وصدع مخيف في جدار قلوبهم,1,1,1,0,0
179,2018-Ar-03219,@NegmaEbrahim هو مش بياكل وبيشرب خلاص الناس التاني تولع بجاز وسخ مش عارف اخرتها ايه معاه ربنا ينتقم منه,1,0,0,0,1
1598,2018-Ar-02691,@NadiaBsat في ناس مش بس ما لازم يتزوجوا و يخلفوا مش لازم حتى يكونوا موجودين بالاساس 👎😠,1,0,0,0,1
716,2018-Ar-01896,#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى,1,0,1,0,0
2976,2018-Ar-01887,@moh_almarwani وش دعوا ؟\nحمدالله والشكر \nفيهم ناس افاضل ليششششش تتكلم عنهم بهالاسلوب 😠,1,1,0,0,0
184,2018-Ar-03555,الواحد حواليه كميه negative energy تكفيه قروون لقداام والله ..الدنيا كلها بقيت بؤس وكآبه ..متعرفش ده غضب من ربنا ولا ايه 😔💔,1,0,0,0,1
467,2018-Ar-03294,لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء,0,0,0,0,1
903,2018-Ar-02849,من تبي اعنفها تجي خاص او ببي بسرعه 🔥 D8A60BFC #بوب_كورن #محنه #ممحونه #زب #مولعه #مشتهيه #سكس_فون #سكس_كتابي #عنف #فحل,0,0,0,0,0
3413,2018-Ar-01446,@Zeyad_jehani والله العضيم قبل شوي انكسرت شاشه جوالي 😢 يارب افوز فيه واذا مافزت بشري,1,0,0,0,1
71,2018-Ar-02614,السلام عليكم صباح الخير سعادة الدكتور عبداللة اشكركم على جهودكم لتوعيتنا واهتمامكم فينا كابناكم #فرحتي_بنجاحي,0,0,0,1,0
3246,2018-Ar-00346,هذا يبكي لا تشجعون هذا السخيف وامثاله على أذية مخلوقات الله باعتبارها مضحكه,1,1,0,0,0
1898,2018-Ar-03289,@Al3mriRami @Holyliviuss كل مافي الأمر أني غاضب أننا لا نظهر ولا نقدم أساطيرنا بأنفسنا\nغاضب على أنفسنا وليس الغرب,1,0,0,0,0
3222,2018-Ar-00975,انا اللي صرت حس اسم فرح احلى بعد ماصار اسمكن #الفرحانين #فرحانين 🌸 💕 الله يخليلي ياكم ومايحرمني منكم ابدا 🙌 🏻 ❤️🦋,0,0,0,1,0
2394,2018-Ar-02625,حلم غريب عجيب بس حلو 🌚,0,0,0,1,0
3172,2018-Ar-00386,من اكتر الحاجات اللي بتعملي انشكاح كده و سعادة لما الاقي حد فرحان بصورة انا اللي مصورها بحمد ربنا والله علي نعمة التصوير و بقرر مبطلش 👌,0,0,0,1,0
1207,2018-Ar-00469,@__97a ارتجاف شلون انام 💔💔💔,0,0,1,0,1
2077,2018-Ar-03195,#اهالي_القصب_متذمرون_من_stc من خذ الهلال الدوري والدعوى مدحدره في العالم كله .. لكن توصل فيكم المواصيل للقصب كذا كثير .\nالا الولايه 😍,1,0,0,0,0
3622,2018-Ar-02294,الزعل اللي بيجي بعد اي حاجه حلوه دا قرف,1,1,0,0,1
2844,2018-Ar-03823,قلبي انكمش مجرد التمني يالله :(((( سواها ايام الترسيم وكان يقتل فتنه كيف دحين ؟؟ شاب ال٢٣ ؟ نهايتي قربت ...,0,0,1,0,1
1063,2018-Ar-01255,@ramezgalal يكفي ان وجوده رسم أجمل بسمة على وش ملاك زي دي\n ربنا يجعلهم سبب سعادة الناس,0,0,0,1,0
1528,2018-Ar-02494,اوقات كتير العياط مش بيبقى ضعف على قد ما بيبقى نفاذ صبر على حاجات مبقيناش قادرين نستحملها,0,0,0,0,1
2205,2018-Ar-01774,@CelebsArabic وش ذا الصراخ فقع اذني كنت لابس السماعات😠,1,0,0,0,0
2980,2018-Ar-00769,3) كان هناك شيء غريب فالأنوار مضاءة منذ أسابيع ولا تطفأ ابدا في المنزل ولكن كعادة المجتمع الأمريكي لا يحب إزعاج الاخرين والتساؤل عن السبب,0,0,0,0,0
658,2018-Ar-03305,هي مباغته لكن تضمن ان اللاعبين مستعدين لها باين الارتباك بعيونهم و الخوف من الهزيمه,0,0,1,0,1
3559,2018-Ar-01550,@msawkal ده ايموشن ايه عشان مش ظاهر عندي 😀,0,0,0,0,0
1838,2018-Ar-01902,#احنا_ما_نتبع_البنت_يوم_زواجها احضر وافرح مافي اغلى من اختي صح لحظه فراق موجعه لمن تطلع اختك من البيت يوم زفافها اتمنى يكون اجمل زفاف ❤,0,0,0,1,0
2442,2018-Ar-00553,#الثورة_مكملة اليأس خيانة لسه اخوك جوه الزنزانة 😌,1,0,0,0,1
1076,2018-Ar-04294,كان يا مكان في حلو الزمان امرأة تقطف الأزهار كل صباح 💐,0,0,0,1,0
3036,2018-Ar-03047,لا تغضبي ولا تغاري يا ليبية إن كان قلبي نصيبا للخليجية فقد غضب وغار الخلجي عندما علم أنها قد تكون نصيبي,1,0,0,0,0
454,2018-Ar-01233,@Huda_Nadal الله يقرفه 😠😠 ،، لو اني منها كنت سببت له عاهة باصابعه هذه 😠 !! ،، و عادي لو تجرحها له و تمسحها بالمسحات الطبية عشان يتربى 😂,1,1,0,0,0
1383,2018-Ar-01389,وش ترجون من دولة قائمه في الاساس على الانقلابات  #قطرائيل_والخيانة,1,1,0,0,1
2382,2018-Ar-02768,@engyalaa حسبى الله ونعم الوكيل..ربنا المنتقم الجبار\nالاسلام مش كده....حسبى الله ونعم الوكيل فكل اللى بيشوه دين الاسلام,1,0,0,0,1
402,2018-Ar-01222,ملعون ابو اللي جابه بس حقيقي محدش مطلوب منه يشتم مرسي ولا الثورة دي حاجة ودي حاجة,1,1,0,0,1
989,2018-Ar-00685,@mawladdawilah بجد والله حاسه مش طبيعيه 😢,0,0,0,0,1
1445,2018-Ar-00635,ليش هالفتره عباره عن دموع وحرقت قلب؟!!,0,0,0,0,1
1472,2018-Ar-00584,"#ريح_المدام \nداليا مبقتش ملكك ..بقت ملك جمهورها""\n داليا عندها ديستفورياسيندوم ""\n😂😂😂😂\n#بهجت\n@AkramHosny \nتهيييس",0,0,0,1,0
677,2018-Ar-00319,اتوقع عندي بس ماشفت احد اشتكى 😪 ثلاث ايام ما اقدر العب مهمه وحدة لازم يلعق واليوم رابع,1,1,0,0,1
1616,2018-Ar-02684,اكسر كل شي بالطريق تبه غضب شديد ✨ 🌸,1,0,0,0,0
1251,2018-Ar-01702,فهم أسود شرسة على بعضهم وهم نعامات مرتجفة أمام أعدائهم قبحهم الله من جبناء وأذلاء ومتآمرين,1,1,0,0,1
1983,2018-Ar-02479,#ترفيه_تغريبي وزير فشل في القيام بعمله في اقل من ثلاثة شهور لاسلوبه و سولكه مع المواطنين يريد ان يغير اخلاقنا و مجتمعنا المحافظ,1,1,0,0,0
822,2018-Ar-00840,خليك دائماً مبسوطه وخلي ابتسامتك دائماً على وجهك لأن الدنيا محتاجه ابتسامتك وفرحة عيُونك وضحكتك💙. @Xr89r,0,0,0,1,0
963,2018-Ar-04349,يحذركم ويخوفكم من نفسه اذا ارتكبتم ذنب او معصيه فانه سينزل بكم عقابه #كنوز #دار_الريان_النسائيه ~~,0,0,1,0,0
835,2018-Ar-03221,أبدًا مو وقته يطفي الكهرب حر الله يجيرنا من حر نار جهنم,1,0,1,1,0
1033,2018-Ar-02774,@MubarakAldosari امس الصراحه شرح بالضبط ما عاناه في تلفزيون دولة الكويت .وهذا جزء صغير فما بالك بحقوق موظفين وبدلاتهم #هموم_وزارة_الاعلام,1,0,0,0,1
174,2018-Ar-04231,عيد سعيد عليكم وكل سنه وانتو طيبين 😁 💗 🎉,0,0,0,1,0
939,2018-Ar-03718,@viisakovrwcs اه الحظه جميله  شعور با ألراحه,0,0,0,1,0
3102,2018-Ar-01557,قبل ايام اختنقت بدموع قهر نزلت لمشاهدتي سرير معروض للبيع في المول آه كم نسيت طعم ان يكون لي سريري الخاص الذي انام فيه بكرامة وامان ودون الم,0,0,0,0,1
3149,2018-Ar-04281,من وين ي حسرة 😏 جو زفت و يوم طين,1,0,0,0,1
691,2018-Ar-03244,الناس ميتين جوع في ذمتكم الله لاسامحكم,1,0,0,0,1
2587,2018-Ar-02345,هو يقول ليس متأكد ماذا يجب ان يخبرنا او يجب ان يكون جاد او مضحك 😫 😂 فصيلة دمه A لذلك يقلق حول هذه الاشياء 😢 💘,0,0,1,0,0
334,2018-Ar-02800,ربي ارح فكر ابي وابعد عنه الهم والحزن وأسعده سعادة تبكي عينه منها ربي بشر ابي بخبر قريب يسعد قلبه وحقق احلامه وما هو شاغل فكره 💤 💗,0,0,0,1,0
873,2018-Ar-02968,ل اهلي ل من أحب ل كل شخص لطيف مر بحياتي ' كل عام وانتو بخير كل عام والفرحه تغمركم وابتسامتكم الجميله م يعكرها حزن 😘 ❤️,0,0,0,1,0
2853,2018-Ar-01723,عنجد انت شخص كلمة حب قليلة عليك وكلمة طيب كمان قليلة انت مو بس #فرحة_رمضان انت فرحة كل العالم 😍❤ #تركا_علينا \n@Mohamad_kaiss,0,0,0,1,0
3571,2018-Ar-00444,اروح اقرأ مقالات واشياء عن اشخاص مشهورين والتمس كميه التعاسه فحياتهم واجلس افكر بحياتي وكيف رح اعيش.,0,0,0,0,1
2055,2018-Ar-03866,#رمضان_في_رابعة يعني حب الخير لناس نت متعرفهمش بس البهجه والامل الي كنت في اعلي درجاته كانت بتخلينا طايرين في السما من الفرحه,0,0,0,1,0
2565,2018-Ar-00971,هناك شي في الداخل البعيد مظلم و وحيد يحتاجلك انتي انقذيه,0,0,1,1,1
